Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
0 	     1091	0.2282	0.2282	     1091	0.2282	0.2282	0	0	50	50	0	4.0	0/1	0/1	0	25/26/28	371.585	0 20:38:37	86MB 	0.11430431842803955
1 	     1239	0.2149	0.2149	     1239	0.2149	0.2149	0	0	26	15	39	7.1	0/1	0/1	1	23/26/30	303.356	0 20:09:48	33MB 	0.15639782547950745
2 	     1293	0.2192	0.2192	     1293	0.2192	0.2192	0	0	16	5	15	10.1	0/7	0/2	3	24/27/31	356.822	0 20:01:06	67MB 	0.15408710679229426
3 	     1376	0.2131	0.2131	     1376	0.2131	0.2131	0	0	18	6	4	15.2	0/7	0/3	4	22/27/32	291.787	0 19:31:20	76MB 	0.16149619698524476
4 	     1441	0.2539	0.2539	     1441	0.2539	0.2539	0	0	11	3	10	19.2	0/12	0/4	6	23/27/31	282.328	0 19:01:04	56MB 	0.16337637354930243
5 	     1489	0.2722	0.2722	     1489	0.2722	0.2722	0	0	5	0	6	20.5	6/13	1/5	4	22/28/32	284.571	0 18:34:13	34MB 	0.16285620598082848
6 	     1546	0.2309	0.2309	     1546	0.2309	0.2309	0	0	7	2	0	23.3	0/19	0/6	2	25/30/34	298.124	0 18:14:02	53MB 	0.15077249050140382
7 	     1611	0.2345	0.2345	     1611	0.2345	0.2345	0	0	7	2	2	26.4	0/17	0/6	2	29/32/35	300.870	0 17:56:20	25MB 	0.15586106996147
8 	     1685	0.2892	0.2892	     1685	0.2892	0.2892	0	0	4	0	3	27.2	5/21	1/5	3	28/33/36	287.698	0 17:35:45	88MB 	0.15353848164280257
9 	     1772	0.2581	0.2581	     1772	0.2581	0.2581	0	0	5	1	0	29.1	0/18	0/6	0	28/33/36	297.781	0 17:20:01	27MB 	0.15782085657119752
10 	     1772	0.2319	0.2319	     1772	0.2319	0.2319	0	0	4	0	1	30.0	6/28	3/7	0	28/33/38	284.897	0 17:01:20	44MB 	0.1745608377456665
11 	     1863	0.2739	0.2739	     1863	0.2739	0.2739	0	0	4	0	0	31.0	6/29	3/8	1	32/35/38	286.511	0 16:44:37	76MB 	0.18028875231742858
12 	     1935	0.2780	0.2780	     1935	0.2780	0.2780	0	0	3	0	1	31.0	8/26	4/9	2	27/34/40	273.866	0 16:25:11	63MB 	0.16048843413591385
13 	     2004	0.2193	0.2193	     2004	0.2193	0.2193	0	0	6	3	0	34.1	0/19	0/10	0	31/34/39	285.031	0 16:10:47	68MB 	0.17033548951148986
14 	     2060	0.2461	0.2461	     2060	0.2461	0.2461	0	0	5	0	1	36.4	0/20	0/11	1	31/35/40	286.815	0 15:57:57	63MB 	0.17499325871467591
15 	     2070	0.2412	0.2412	     2070	0.2412	0.2412	0	0	5	0	0	38.8	5/15	1/12	2	31/35/40	288.625	0 15:46:30	80MB 	0.1477757441997528
16 	     2162	0.2412	0.2412	     2162	0.2412	0.2412	0	0	5	0	0	41.4	5/25	2/13	0	27/37/42	288.217	0 15:35:38	93MB 	0.16259845972061157
17 	     2243	0.2383	0.2383	     2243	0.2383	0.2383	0	0	4	0	1	42.8	9/18	3/14	0	28/36/44	286.228	0 15:24:48	84MB 	0.16419942646610494
18 	     2306	0.2336	0.2336	     2306	0.2336	0.2336	0	0	4	0	0	44.2	6/21	4/15	0	33/37/43	289.131	0 15:15:28	46MB 	0.17135432481765747
19 	     2348	0.2445	0.2445	     2348	0.2445	0.2445	0	0	4	0	0	45.7	5/21	5/16	0	32/37/44	282.651	0 15:04:40	28MB 	0.17648003697395326
Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
20 	     2226	0.2238	0.2238	     2226	0.2238	0.2238	0	0	4	0	0	47.2	4/23	6/17	0	30/38/45	285.166	0 14:55:15	107MB 	0.14967981696128846
21 	     2485	0.2381	0.2381	     2485	0.2381	0.2381	0	0	5	1	0	50.4	1/19	1/18	0	30/38/45	289.644	0 14:47:40	116MB 	0.1711302936077118
22 	     2474	0.2587	0.2587	     2474	0.2587	0.2587	0	0	4	0	1	52.1	1/22	1/19	2	33/40/45	292.641	0 14:41:15	44MB 	0.18129210326136375
23 	     2640	0.2370	0.2370	     2640	0.2370	0.2370	0	0	4	0	0	53.8	1/29	1/20	2	27/39/46	278.926	0 14:30:57	38MB 	0.16659610855336093
24 	     2694	0.2627	0.2627	     2694	0.2627	0.2627	0	0	4	0	0	55.6	1/30	1/21	2	24/37/48	270.109	0 14:18:39	46MB 	0.17439600825309753
25 	     2733	0.2744	0.2744	     2733	0.2744	0.2744	0	0	2	0	2	55.6	22/25	21/22	1	29/35/48	267.714	0 14:06:29	54MB 	0.1493958906924471
26 	     2821	0.2878	0.2878	     2821	0.2878	0.2878	0	0	2	0	0	55.6	14/36	22/23	1	31/35/43	280.102	0 13:58:43	90MB 	0.15280234098434448
27 	     2855	0.2517	0.2517	     2855	0.2517	0.2517	0	0	2	0	0	55.6	17/32	23/24	0	26/35/42	279.289	0 13:51:02	36MB 	0.14408055738526948
28 	     2912	0.2772	0.2772	     2912	0.2772	0.2772	0	0	2	0	0	55.6	24/25	24/25	0	31/37/42	277.809	0 13:43:15	42MB 	0.178941725468149
29 	     2983	0.2859	0.2859	     2983	0.2859	0.2859	0	0	3	1	0	55.6	0/26	0/26	0	30/38/44	279.188	0 13:36:11	84MB 	0.18612651109695436
30 	     2983	0.2892	0.2892	     2983	0.2892	0.2892	0	0	3	0	0	55.6	0/28	0/27	1	30/38/46	278.624	0 13:29:13	54MB 	0.17606053590774537
31 	     3105	0.2905	0.2905	     3105	0.2905	0.2905	0	0	3	0	0	55.6	9/22	1/28	2	27/38/45	279.445	0 13:22:43	61MB 	0.1893054711818695
32 	     3153	0.2756	0.2756	     3153	0.2756	0.2756	0	0	3	0	0	55.6	10/23	2/29	1	27/37/47	283.660	0 13:17:36	81MB 	0.19051950573921203
33 	     3150	0.2873	0.2873	     3150	0.2873	0.2873	0	0	3	0	0	55.6	11/25	3/30	1	25/36/48	298.719	0 13:16:42	55MB 	0.18091387391090394
34 	     3249	0.3062	0.3062	     3249	0.3062	0.3062	0	0	3	0	0	55.6	14/21	4/31	1	25/39/49	330.006	0 13:24:03	104MB 	0.1733427107334137
35 	     3249	0.3015	0.3015	     3249	0.3015	0.3015	0	0	4	1	0	57.4	0/23	0/32	2	20/38/50	332.986	0 13:30:51	71MB 	0.20464620232582093
36 	     3249	0.3358	0.3358	     3249	0.3358	0.3358	0	0	4	0	0	59.4	5/22	1/33	3	27/40/47	332.394	0 13:36:12	47MB 	0.18151867866516114
37 	     3458	0.3271	0.3271	     3458	0.3271	0.3271	0	0	4	0	0	61.3	8/29	2/34	2	25/36/45	333.896	0 13:40:48	54MB 	0.1931990134716034
38 	     3452	0.3238	0.3238	     3452	0.3238	0.3238	0	0	3	0	1	61.3	8/30	2/35	1	20/34/44	328.614	0 13:42:55	78MB 	0.19979899148551786
39 	     3570	0.3219	0.3219	     3570	0.3219	0.3219	0	0	2	0	1	61.3	22/27	35/36	0	20/32/41	340.435	0 13:47:24	44MB 	0.18600919538614702
Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
40 	     3626	0.3215	0.3215	     3626	0.3215	0.3215	0	0	2	0	0	61.3	21/29	36/37	0	23/34/39	322.617	0 13:46:04	53MB 	0.16134685277938843
41 	     3669	0.3489	0.3489	     3669	0.3489	0.3489	0	0	2	0	0	61.3	20/30	37/38	2	24/33/39	326.835	0 13:45:26	35MB 	0.21510012745857238
42 	     3669	0.3484	0.3484	     3669	0.3484	0.3484	0	0	2	0	0	61.3	16/33	38/39	0	19/33/39	326.681	0 13:44:14	55MB 	0.21702198957910343
43 	     3750	0.3519	0.3519	     3750	0.3519	0.3519	0	0	2	0	0	61.3	21/29	39/40	1	29/34/38	385.257	0 13:57:56	102MB 	0.23459964394569396
44 	     3866	0.3625	0.3625	     3866	0.3625	0.3625	0	0	2	0	0	61.3	15/35	40/41	1	28/34/40	388.017	0 14:10:13	40MB 	0.23148313283920288
45 	     3921	0.3406	0.3406	     3921	0.3406	0.3406	0	0	2	0	0	61.3	15/35	41/42	0	22/34/37	288.124	0 13:54:43	87MB 	0.2096912693977356
46 	     3960	0.3442	0.3442	     3960	0.3442	0.3442	0	0	2	0	0	61.3	12/37	42/43	0	23/33/38	281.230	0 13:38:35	62MB 	0.19296512798387178
47 	     4011	0.3451	0.3451	     4011	0.3451	0.3451	0	0	2	0	0	61.3	17/32	43/44	0	22/32/40	279.324	0 13:23:10	54MB 	0.23169679909336324
48 	     4100	0.3378	0.3378	     4100	0.3378	0.3378	0	0	2	0	0	61.3	21/28	44/45	0	23/32/40	279.431	0 13:08:55	56MB 	0.233092585388495
49 	     4154	0.3567	0.3567	     4154	0.3567	0.3567	0	0	2	0	0	61.3	23/27	45/46	0	20/30/40	314.153	0 13:04:25	24MB 	0.22929814338684082
50 	     4185	0.3693	0.3693	     4185	0.3693	0.3693	0	0	2	0	0	61.3	13/37	46/47	1	20/31/42	345.900	0 13:07:47	84MB 	0.2391175878047943
51 	     4259	0.3480	0.3480	     4259	0.3480	0.3480	0	0	2	0	0	61.3	19/30	47/48	0	21/31/43	344.833	0 13:09:54	88MB 	0.22143265057583245
52 	     4259	0.3550	0.3550	     4259	0.3550	0.3550	0	0	2	0	0	61.3	21/28	48/49	0	23/32/43	347.174	0 13:11:47	22MB 	0.19718875203813827
53 	     4384	0.3577	0.3577	     4384	0.3577	0.3577	0	0	2	0	0	61.3	19/31	49/50	1	22/32/45	342.841	0 13:11:47	46MB 	0.22322553515434265
54 	     4424	0.3303	0.3303	     4424	0.3303	0.3303	0	0	3	1	0	61.3	0/30	0/51	0	14/31/43	326.313	0 13:07:10	70MB 	0.21839999179450834
55 	     4488	0.3419	0.3419	     4488	0.3419	0.3419	0	0	2	0	1	61.3	16/34	51/52	0	23/35/43	336.342	0 13:04:52	115MB 	0.23594589710235594
56 	     4537	0.3415	0.3415	     4537	0.3415	0.3415	0	0	2	0	0	61.3	19/30	52/53	0	22/32/42	332.727	0 13:01:22	69MB 	0.21405540193830216
57 	     4599	0.3483	0.3483	     4599	0.3483	0.3483	0	0	2	0	0	61.3	22/27	53/54	0	22/32/44	326.002	0 12:56:03	279MB 	0.20425879225438956
58 	     4666	0.3496	0.3496	     4666	0.3496	0.3496	0	0	2	0	0	61.3	23/27	54/55	0	20/31/43	321.351	0 12:49:37	38MB 	0.20802577137947081
59 	     4708	0.3358	0.3358	     4708	0.3358	0.3358	0	0	2	0	0	61.3	19/31	55/56	0	18/33/43	297.462	0 12:37:40	92MB 	0.21988923907279967
Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
60 	     4774	0.3493	0.3493	     4774	0.3493	0.3493	0	0	2	0	0	61.3	23/26	56/57	0	26/40/45	316.743	0 12:30:59	79MB 	0.20612294819890237
61 	     4857	0.3408	0.3408	     4857	0.3408	0.3408	0	0	3	1	0	61.3	0/44	0/58	0	19/38/46	308.175	0 12:22:27	158MB 	0.2110810124874115
62 	     4894	0.3454	0.3454	     4894	0.3454	0.3454	0	0	3	0	0	61.3	0/38	0/59	0	27/38/48	343.960	0 12:22:30	81MB 	0.21849671553592293
63 	     4979	0.3523	0.3523	     4979	0.3523	0.3523	0	0	3	0	0	61.3	6/33	1/60	1	22/36/49	351.434	0 12:23:39	61MB 	0.23014204621315001
64 	     5033	0.3840	0.3840	     5033	0.3840	0.3840	0	0	3	0	0	61.3	11/25	2/61	1	22/34/51	402.187	0 12:35:34	272MB 	0.1914647912979126
65 	     5033	0.3969	0.3969	     5033	0.3969	0.3969	0	0	3	0	0	61.3	6/30	3/62	2	24/37/51	300.910	0 12:22:43	54MB 	0.2111520755290985
