Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
0 	     1094	0.2275	0.2275	     1094	0.2275	0.2275	0	0	8	8	0	4.0	1/159	1/1	0	15/17/19	2362.166	5 11:13:53	52MB 	0.17167981922626496
1 	     1460	0.2421	0.2421	     1460	0.2421	0.2421	0	0	52	44	0	4.0	1/61	1/2	4	15/18/21	2921.041	5 13:39:53	74MB 	0.17185952226320902
2 	     2011	0.2559	0.2559	     2011	0.2559	0.2559	0	0	107	55	0	4.0	1/11	1/3	30	15/19/21	3485.027	5 18:51:41	77MB 	0.17292634904384613
3 	     1886	0.2422	0.2422	     1886	0.2422	0.2422	0	0	107	0	0	4.0	1/1	2/4	26	15/19/21	1245.754	5 11:09:40	59MB 	0.1734020709991455
4 	     1861	0.2242	0.2242	     1861	0.2242	0.2242	0	0	107	0	0	4.0	1/1	3/5	18	15/19/21	1236.310	5 04:10:36	57MB 	0.16988971021687874
5 	     1950	0.2359	0.2359	     1950	0.2359	0.2359	0	0	107	0	0	4.0	1/1	4/6	22	15/19/21	1206.569	4 21:43:28	71MB 	0.17378191301755816
6 	     2051	0.2339	0.2339	     2051	0.2339	0.2339	0	0	107	0	0	4.0	1/1	5/7	11	15/19/21	1190.960	4 15:49:36	123MB 	0.16994831606606456
7 	     1861	0.2353	0.2353	     1861	0.2353	0.2353	0	0	107	0	0	4.0	1/1	6/8	21	15/19/21	1210.965	4 10:37:02	68MB 	0.17555219102128644
8 	     1873	0.2418	0.2418	     1873	0.2418	0.2418	0	0	107	0	0	6.5	1/1	7/9	14	15/19/21	1180.492	4 05:45:16	86MB 	0.16914208971451375
9 	     1909	0.2221	0.2221	     1909	0.2221	0.2221	0	0	107	0	0	6.5	1/1	8/10	6	15/19/21	1229.059	4 01:37:22	113MB 	0.16919542194526888
10 	     1920	0.2286	0.2286	     1920	0.2286	0.2286	0	0	107	0	0	6.5	1/1	9/11	9	15/19/21	1152.146	3 21:28:53	93MB 	0.17393180087348012
11 	     2083	0.2328	0.2328	     2083	0.2328	0.2328	0	0	107	0	0	6.5	1/1	10/12	5	15/19/21	1196.405	3 17:58:17	67MB 	0.16893432352030388
12 	     2002	0.2273	0.2273	     2002	0.2273	0.2273	0	0	107	0	0	6.5	1/1	11/13	8	15/19/21	1184.530	3 14:43:54	63MB 	0.17254316138329906
13 	     2069	0.2332	0.2332	     2069	0.2332	0.2332	0	0	107	0	0	6.5	1/1	12/14	5	15/19/21	1183.008	3 11:47:18	62MB 	0.1676683308922242
14 	     1608	0.2255	0.2255	     1608	0.2255	0.2255	0	0	107	0	0	6.5	1/1	13/15	6	15/19/21	1217.423	3 09:17:47	69MB 	0.17164316912677802
15 	     1861	0.2365	0.2365	     1861	0.2365	0.2365	0	0	107	0	0	6.5	1/1	14/16	4	15/19/21	1226.229	3 07:04:29	54MB 	0.16672300289724476
16 	     1932	0.2252	0.2252	     1932	0.2252	0.2252	0	0	107	0	0	10.4	1/1	15/17	5	15/19/21	1190.947	3 04:52:11	89MB 	0.17230854023282774
17 	     2016	0.2131	0.2131	     2016	0.2131	0.2131	0	0	107	0	0	10.4	1/1	16/18	5	15/19/21	1173.619	3 02:46:21	94MB 	0.1727960460653929
18 	     1879	0.2205	0.2205	     1879	0.2205	0.2205	0	0	107	0	0	10.4	1/1	17/19	6	15/19/21	1166.576	3 00:49:31	73MB 	0.16492579640629135
19 	     1998	0.2099	0.2099	     1998	0.2099	0.2099	0	0	107	0	0	10.4	1/1	18/20	0	15/19/21	1173.754	2 23:05:03	61MB 	0.1649488182825463
Gen	Fittest  	F0QLam	Perfor	BestPrf  	F0QLam	Perfor	ZPC	ZFC	SC	NS	ES	SCT	SS	SA    	SNBP	GS      	Time	ETA      	Mem		Avg
20 	     2098	0.2317	0.2317	     2098	0.2317	0.2317	0	0	107	0	0	10.4	1/1	19/21	6	15/19/21	1146.775	2 21:21:22	41MB 	0.1713406655275933
21 	     1993	0.2248	0.2248	     1993	0.2248	0.2248	0	0	107	0	0	10.4	1/1	20/22	2	15/19/21	719.268	2 17:39:00	81MB 	0.17010713124943672
22 	     1869	0.2340	0.2340	     1869	0.2340	0.2340	0	0	107	0	0	10.4	1/1	21/23	3	15/19/21	686.013	2 14:08:49	55MB 	0.17303037643432617
23 	     2024	0.2257	0.2257	     2024	0.2257	0.2257	0	0	107	0	0	10.4	1/1	22/24	1	15/19/21	693.769	2 11:01:44	79MB 	0.17044809544197867
24 	     1919	0.2334	0.2334	     1919	0.2334	0.2334	0	0	107	0	0	16.8	1/1	23/25	6	15/19/21	627.925	2 07:53:45	41MB 	0.17152087710728156
25 	     1920	0.2368	0.2368	     1920	0.2368	0.2368	0	0	107	0	0	16.8	1/1	24/26	6	15/19/21	716.340	2 05:30:09	35MB 	0.17337539207155458
26 	     1983	0.2299	0.2299	     1983	0.2299	0.2299	0	0	107	0	0	16.8	1/1	25/27	2	15/19/21	602.979	2 02:47:30	46MB 	0.16698538365765153
27 	     2107	0.2212	0.2212	     2107	0.2212	0.2212	0	0	107	0	0	16.8	1/1	26/28	1	15/19/21	605.097	2 00:21:27	39MB 	0.17245700036253886
28 	     1594	0.2347	0.2347	     1594	0.2347	0.2347	0	0	107	0	0	16.8	1/1	27/29	4	15/19/21	620.935	1 22:14:13	62MB 	0.16910723102426975
29 	     1925	0.2425	0.2425	     1925	0.2425	0.2425	0	0	107	0	0	16.8	1/1	28/30	3	15/19/21	717.878	1 20:46:52	47MB 	0.16958807450588617
30 	     2073	0.2216	0.2216	     2073	0.2216	0.2216	0	0	107	0	0	16.8	1/1	29/31	2	15/19/21	661.918	1 19:11:35	54MB 	0.17161577438639702
31 	     1979	0.2365	0.2365	     1979	0.2365	0.2365	0	0	107	0	0	16.8	1/1	30/32	5	15/19/21	763.100	1 18:13:39	38MB 	0.17691114962658036
32 	     1998	0.2356	0.2356	     1998	0.2356	0.2356	0	0	107	0	0	27.1	1/1	31/33	5	15/19/21	731.673	1 17:11:40	85MB 	0.17443752567344736
